date,activity,index,Activity,weekend
2021-06-18,Workplace,-0.27,Workplace,FALSE
2021-06-18,Residential,0.04,Residential,FALSE
2021-06-19,Retail and Recreation,0.03,Retail and Recreation,TRUE
2021-06-19,Workplace,-0.15,Workplace,TRUE
2021-06-19,Residential,-0.02,Residential,TRUE
2021-06-20,Retail and Recreation,0.04,Retail and Recreation,TRUE
2021-06-20,Workplace,-0.14,Workplace,TRUE
2021-06-20,Residential,-0.03,Residential,TRUE
2021-06-21,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-06-21,Workplace,-0.245,Workplace,FALSE
2021-06-21,Residential,0.045,Residential,FALSE
2021-06-22,Retail and Recreation,0.105,Retail and Recreation,FALSE
2021-06-22,Workplace,-0.24,Workplace,FALSE
2021-06-22,Residential,0.03,Residential,FALSE
2021-06-23,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-06-23,Workplace,-0.25,Workplace,FALSE
2021-06-23,Residential,0.03,Residential,FALSE
2021-06-24,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-06-24,Workplace,-0.24,Workplace,FALSE
2021-06-24,Residential,0.03,Residential,FALSE
2021-06-25,Retail and Recreation,0.03,Retail and Recreation,FALSE
2021-06-25,Workplace,-0.25,Workplace,FALSE
2021-06-25,Residential,0.05,Residential,FALSE
2021-06-26,Retail and Recreation,-0.02,Retail and Recreation,TRUE
2021-06-26,Workplace,-0.1,Workplace,TRUE
2021-06-26,Residential,-0.02,Residential,TRUE
2021-06-27,Retail and Recreation,0.01,Retail and Recreation,TRUE
2021-06-27,Workplace,-0.12,Workplace,TRUE
2021-06-27,Residential,-0.01,Residential,TRUE
2021-06-28,Retail and Recreation,0.07,Retail and Recreation,FALSE
2021-06-28,Workplace,-0.26,Workplace,FALSE
2021-06-28,Residential,0.02,Residential,FALSE
2021-06-29,Retail and Recreation,0.04,Retail and Recreation,FALSE
2021-06-29,Workplace,-0.26,Workplace,FALSE
2021-06-29,Residential,0.04,Residential,FALSE
2021-06-30,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-06-30,Workplace,-0.26,Workplace,FALSE
2021-06-30,Residential,0.05,Residential,FALSE
2021-07-01,Retail and Recreation,0.14,Retail and Recreation,FALSE
2021-07-01,Workplace,-0.27,Workplace,FALSE
2021-07-01,Residential,0.04,Residential,FALSE
2021-07-02,Retail and Recreation,0.12,Retail and Recreation,FALSE
2021-07-02,Workplace,-0.31,Workplace,FALSE
2021-07-02,Residential,0.03,Residential,FALSE
2021-07-03,Retail and Recreation,-0.02,Retail and Recreation,TRUE
2021-07-03,Workplace,-0.22,Workplace,TRUE
2021-07-03,Residential,-0.04,Residential,TRUE
2021-07-04,Retail and Recreation,-0.1,Retail and Recreation,TRUE
2021-07-04,Workplace,-0.26,Workplace,TRUE
2021-07-04,Residential,-0.05,Residential,TRUE
2021-07-05,Retail and Recreation,0.1,Retail and Recreation,FALSE
2021-07-05,Workplace,-0.68,Workplace,FALSE
2021-07-05,Residential,0.15,Residential,FALSE
2021-07-06,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-07-06,Workplace,-0.28,Workplace,FALSE
2021-07-06,Residential,0.05,Residential,FALSE
2021-07-07,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-07-07,Workplace,-0.29,Workplace,FALSE
2021-07-07,Residential,0.05,Residential,FALSE
2021-07-08,Retail and Recreation,0.07,Retail and Recreation,FALSE
2021-07-08,Workplace,-0.275,Workplace,FALSE
2021-07-08,Residential,0.055,Residential,FALSE
2021-07-09,Retail and Recreation,0.05,Retail and Recreation,FALSE
2021-07-09,Workplace,-0.28,Workplace,FALSE
2021-07-09,Residential,0.04,Residential,FALSE
2021-07-10,Retail and Recreation,-0.025,Retail and Recreation,TRUE
2021-07-10,Workplace,-0.11,Workplace,TRUE
2021-07-10,Residential,-0.01,Residential,TRUE
2021-07-11,Retail and Recreation,-0.005,Retail and Recreation,TRUE
2021-07-11,Workplace,-0.11,Workplace,TRUE
2021-07-11,Residential,0,Residential,TRUE
2021-07-12,Retail and Recreation,0.07,Retail and Recreation,FALSE
2021-07-12,Workplace,-0.24,Workplace,FALSE
2021-07-12,Residential,0.05,Residential,FALSE
2021-07-13,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-07-13,Workplace,-0.23,Workplace,FALSE
2021-07-13,Residential,0.04,Residential,FALSE
2021-07-14,Retail and Recreation,0.1,Retail and Recreation,FALSE
2021-07-14,Workplace,-0.23,Workplace,FALSE
2021-07-14,Residential,0.03,Residential,FALSE
2021-07-15,Retail and Recreation,0.12,Retail and Recreation,FALSE
2021-07-15,Workplace,-0.24,Workplace,FALSE
2021-07-15,Residential,0.03,Residential,FALSE
2021-07-16,Retail and Recreation,0.045,Retail and Recreation,FALSE
2021-07-16,Workplace,-0.245,Workplace,FALSE
2021-07-16,Residential,0.05,Residential,FALSE
2021-07-17,Retail and Recreation,0.025,Retail and Recreation,TRUE
2021-07-17,Workplace,-0.105,Workplace,TRUE
2021-07-17,Residential,-0.02,Residential,TRUE
2021-07-18,Retail and Recreation,0.06,Retail and Recreation,TRUE
2021-07-18,Workplace,-0.1,Workplace,TRUE
2021-07-18,Residential,-0.02,Residential,TRUE
2021-07-19,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-07-19,Workplace,-0.24,Workplace,FALSE
2021-07-19,Residential,0.04,Residential,FALSE
2021-07-20,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-07-20,Workplace,-0.24,Workplace,FALSE
2021-07-20,Residential,0.04,Residential,FALSE
2021-07-21,Retail and Recreation,0.12,Retail and Recreation,FALSE
2021-07-21,Workplace,-0.25,Workplace,FALSE
2021-07-21,Residential,0.03,Residential,FALSE
2021-07-22,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-07-22,Workplace,-0.23,Workplace,FALSE
2021-07-22,Residential,0.03,Residential,FALSE
2021-07-23,Retail and Recreation,0.035,Retail and Recreation,FALSE
2021-07-23,Workplace,-0.245,Workplace,FALSE
2021-07-23,Residential,0.03,Residential,FALSE
2021-07-24,Retail and Recreation,0,Retail and Recreation,TRUE
2021-07-24,Workplace,-0.11,Workplace,TRUE
2021-07-24,Residential,-0.02,Residential,TRUE
2021-07-25,Retail and Recreation,0.03,Retail and Recreation,TRUE
2021-07-25,Workplace,-0.11,Workplace,TRUE
2021-07-25,Residential,-0.02,Residential,TRUE
2021-07-26,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-07-26,Workplace,-0.23,Workplace,FALSE
2021-07-26,Residential,0.04,Residential,FALSE
2021-07-27,Retail and Recreation,0.095,Retail and Recreation,FALSE
2021-07-27,Workplace,-0.23,Workplace,FALSE
2021-07-27,Residential,0.04,Residential,FALSE
2021-07-28,Retail and Recreation,0.1,Retail and Recreation,FALSE
2021-07-28,Workplace,-0.24,Workplace,FALSE
2021-07-28,Residential,0.04,Residential,FALSE
2021-07-29,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-07-29,Workplace,-0.235,Workplace,FALSE
2021-07-29,Residential,0.045,Residential,FALSE
2021-07-30,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-07-30,Workplace,-0.24,Workplace,FALSE
2021-07-30,Residential,0.03,Residential,FALSE
2021-07-31,Retail and Recreation,0.01,Retail and Recreation,TRUE
2021-07-31,Workplace,-0.11,Workplace,TRUE
2021-07-31,Residential,-0.02,Residential,TRUE
2021-08-01,Retail and Recreation,0.05,Retail and Recreation,TRUE
2021-08-01,Workplace,-0.1,Workplace,TRUE
2021-08-01,Residential,-0.02,Residential,TRUE
2021-08-02,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-08-02,Workplace,-0.22,Workplace,FALSE
2021-08-02,Residential,0.04,Residential,FALSE
2021-08-03,Retail and Recreation,0.15,Retail and Recreation,FALSE
2021-08-03,Workplace,-0.23,Workplace,FALSE
2021-08-03,Residential,0.03,Residential,FALSE
2021-08-04,Retail and Recreation,0.115,Retail and Recreation,FALSE
2021-08-04,Workplace,-0.23,Workplace,FALSE
2021-08-04,Residential,0.03,Residential,FALSE
2021-08-05,Retail and Recreation,0.095,Retail and Recreation,FALSE
2021-08-05,Workplace,-0.22,Workplace,FALSE
2021-08-05,Residential,0.03,Residential,FALSE
2021-08-06,Retail and Recreation,0.045,Retail and Recreation,FALSE
2021-08-06,Workplace,-0.225,Workplace,FALSE
2021-08-06,Residential,0.03,Residential,FALSE
2021-08-07,Retail and Recreation,0.01,Retail and Recreation,TRUE
2021-08-07,Workplace,-0.1,Workplace,TRUE
2021-08-07,Residential,-0.01,Residential,TRUE
2021-08-08,Retail and Recreation,0.03,Retail and Recreation,TRUE
2021-08-08,Workplace,-0.1,Workplace,TRUE
2021-08-08,Residential,-0.01,Residential,TRUE
2021-08-09,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-08-09,Workplace,-0.225,Workplace,FALSE
2021-08-09,Residential,0.05,Residential,FALSE
2021-08-10,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-08-10,Workplace,-0.22,Workplace,FALSE
2021-08-10,Residential,0.04,Residential,FALSE
2021-08-11,Retail and Recreation,0.07,Retail and Recreation,FALSE
2021-08-11,Workplace,-0.22,Workplace,FALSE
2021-08-11,Residential,0.04,Residential,FALSE
2021-08-12,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-08-12,Workplace,-0.225,Workplace,FALSE
2021-08-12,Residential,0.04,Residential,FALSE
2021-08-13,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-08-13,Workplace,-0.215,Workplace,FALSE
2021-08-13,Residential,0.03,Residential,FALSE
2021-08-14,Retail and Recreation,0.035,Retail and Recreation,TRUE
2021-08-14,Workplace,-0.105,Workplace,TRUE
2021-08-14,Residential,-0.02,Residential,TRUE
2021-08-15,Retail and Recreation,0.07,Retail and Recreation,TRUE
2021-08-15,Workplace,-0.11,Workplace,TRUE
2021-08-15,Residential,-0.01,Residential,TRUE
2021-08-16,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-08-16,Workplace,-0.22,Workplace,FALSE
2021-08-16,Residential,0.03,Residential,FALSE
2021-08-17,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-08-17,Workplace,-0.22,Workplace,FALSE
2021-08-17,Residential,0.03,Residential,FALSE
